"division_code","division","district_code","district","ctc","ctn","upazila_code","upazila","psc","psn","union_code","union_name","mouza_code","mouza","village_code","village","rmo_tus","rmo_phc","ea_code","psu_code"
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","71","MAHESHPUR","00","OTHERS AREA","721","SHYAMKUR","731","SHYAMKUR","448","SHYAMKUR NAYAPARA",1,"1","001",1439
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","81","SARIAKANDI","00","OTHERS AREA","445","KAJLA","617","PAKERDAHA","308","PAKERDAHA",1,"1","004",1440
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","95","SHAHRASTI","00","OTHERS AREA","753","TAMTA UTTAR","072","BALSHID","041","DAKKHIN BALSHID",1,"1","002",1441
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","88","SAGHATA","00","OTHERS AREA","151","BONARPARA","694","RAGHABPUR","180","RAGHABPUR",1,"1","011",1442
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","16","DHOBAURA","00","OTHERS AREA","209","DAKKHIN MAIJPARA","119","CHHOTA MUNSIPARA","030","CHHOTA MUNSIPARA",1,"1","001",1443
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","42","KAUNIA","00","OTHERS AREA","741","TEPA MADHUPUR","307","HAIBAT KHAN","080","HAIBAT KHAN",1,"1","002",1444
"40","KHULNA","47","KHULNA","00","OTHERS AREA","53","KOYRA","00","OTHERS AREA","442","KAYRA","417","KAYRA","010","1 NO. KAYRA",1,"1","008",1445
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","02","ARAIHAZAR","00","OTHERS AREA","151","BRAHMANDI","096","BRAHMANDI","020","BRAHMANDI",1,"1","005",1446
"30","DHAKA","29","FARIDPUR","00","OTHERS AREA","47","FARIDPUR SADAR","00","OTHERS AREA","177","CHAR MADHABDIA","069","BALUDHUM","010","AIJUDDIN MRIDHADANGI",1,"1","001",1447
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","61","NAGESHWARI","00","OTHERS AREA","142","BALLABHERKHAS","119","CHAR BALARAMPUR","061","FANDERCHAR",1,"1","002",1448
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","277","FATULLAH","345","ISDAIR","210","UTTAR ISDAIR",1,"1","025",1449
"40","KHULNA","41","JASHORE","00","OTHERS AREA","47","JASHORE SADAR","00","OTHERS AREA","346","HAIBATPUR","523","MANIKDIHI","248","MANIKDIHI",1,"1","003",1450
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","86","SHYAMNAGAR","00","OTHERS AREA","310","GABURA","161","DUMURIA","368","SORA",1,"1","001",1451
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","86","SREEPUR","00","OTHERS AREA","142","BARMI","715","SATKHAMAIR","203","SATKHAMAIR",1,"1","003",1452
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","118","ASHULIA","037","AUKPARA","016","AUKPARA ADARSHAGRAM",1,"1","002",1453
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","33","FATIKCHHARI","00","OTHERS AREA","152","BAKTAPUR","073","BAKTAPUR","028","BAKTAPUR",1,"1","023",1454
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","94","ULLAPARA","00","OTHERS AREA","344","HATIKUMRUL","182","DADANPUR","068","DADANPUR",1,"1","002",1455
"60","SYLHET","91","SYLHET","00","OTHERS AREA","31","DAKKHIN SURMA","00","OTHERS AREA","477","LALABAZAR","673","RASULNAGAR","148","HAKIARCHAR",1,"1","001",1456
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","19","JHENAIDAH SADAR","00","OTHERS AREA","615","PADMAKAR","802","TIORDAH","388","TIORDAH",1,"1","006",1457
"30","DHAKA","26","DHAKA","00","OTHERS AREA","38","KERANIGANJ","00","OTHERS AREA","143","BASTA","075","BAGHASHUR","028","BAGHASHUR",1,"1","003",1458
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","36","KAPASIA","00","OTHERS AREA","719","SINGHASREE","738","SINGHASREE","024","BHITIPARA",1,"1","003",1459
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","77","NABIGANJ","00","OTHERS AREA","109","AUSHKANDI","037","AUSHKANDI","009","HIRAGONJ BAZAR",1,"1","001",1460
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","86","SITAKUNDA","00","OTHERS AREA","719","SONAICHHARI","707","SHITALPUR","408","UTTAR SHITALPUR",1,"1","006",1461
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","76","NAGARPUR","00","OTHERS AREA","211","DAPTIAR","622","PACHH ARRA","020","BALIA BANDAR",1,"1","001",1462
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","11","BANIACHONG","00","OTHERS AREA","443","KAGAPASHA","128","CHAMAKPUR","048","CHAMAKPUR",1,"1","002",1463
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","24","GAZARIA","00","OTHERS AREA","160","BHABERCHAR","730","SREENAGAR","020","BHABERCHAR",1,"1","003",1464
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","58","MONGLA","00","OTHERS AREA","142","BURIRDANGA","081","BURIRDANGA","408","UTTAR BURIRDANGA",1,"1","004",1465
"10","BARISHAL","42","JHALOKATI","00","OTHERS AREA","40","JHALOKATHI SADAR","00","OTHERS AREA","309","GABHA RAMCHANDRAPUR","797","UDCHARA","210","UDCHARA",1,"1","001",1466
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","37","HATHAZARI","00","OTHERS AREA","220","DHALAI","187","ENAYETPUR","088","ENAYETPUR",1,"1","008",1467
"40","KHULNA","18","CHUADANGA","00","OTHERS AREA","55","JIBANNAGAR","00","OTHERS AREA","143","BANKA","484","MINAJPUR","256","MINAJPUR MATHPARA",1,"1","002",1468
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","07","BAKERGANJ","00","OTHERS AREA","616","PADREE SHIBPUR","082","BHABANIPUR","020","BHABANIPUR",1,"1","003",1469
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","18","PHULBARI","00","OTHERS AREA","142","BARABHITA","077","BARABHITA","217","UTTAR BARABHITA",1,"1","002",1470
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","23","GOURIPUR","00","OTHERS AREA","211","DOUHAKHALA","714","RUKNAKANDA","180","RUKNAKANDA",1,"1","002",1471
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","73","PIRGACHHA","00","OTHERS AREA","442","KAIKURI","542","NAZAR MAHAMMAD","140","NAZAR MAHAMMAD",1,"1","006",1472
"20","CHATTOGRAM","22","COX'S BAZAR","00","OTHERS AREA","16","CHAKARIA","00","OTHERS AREA","457","KAKARA","404","KAKARA (PART)","131","MAIJ KAKARA",1,"1","007",1473
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","61","RAYGANJ","00","OTHERS AREA","228","DHUBIL","184","DHUBIL MEHAMANSAHI","068","DHUBIL MEHAMANSAHI",1,"1","004",1474
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","24","HALUAGHAT","00","OTHERS AREA","152","BILDORA","089","BIL DORA","020","BIL DORA",1,"1","002",1475
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","40","KALMAKANDA","00","OTHERS AREA","543","NAZIRPUR","691","RAHIMPUR","180","RAHIMPUR",1,"1","001",1476
"30","DHAKA","86","SHARIATPUR","00","OTHERS AREA","65","NARIA","00","OTHERS AREA","151","BHUMKHARA","538","NALTA","140","NALTA",1,"1","002",1477
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","85","SHAJAHANPUR","00","OTHERS AREA","454","KHOTTAPARA","551","NARILLA","268","NARILLA",1,"1","001",1478
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","82","SATKANIA","00","OTHERS AREA","246","EOCHIA","037","ALINAGAR","054","ALINAGAR",1,"1","006",1479
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","47","KABIRHAT","00","OTHERS AREA","709","SONDALPUR","714","SONDALPUR","190","SONDALPUR",1,"1","008",1480
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","08","BAGERHAT SADAR","00","OTHERS AREA","151","BEMARTA","140","CHARGRAM","048","CHARGRAM",1,"1","001",1481
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","21","BORHANUDDIN","00","OTHERS AREA","452","KUTBA","121","CHHOTA MANIKA (PART)","030","CHHOTA MANIKA",1,"1","023",1482
"20","CHATTOGRAM","30","FENI","00","OTHERS AREA","51","PARASHURAM","00","OTHERS AREA","176","CHITHALIA","154","DAKKHIN SHALDHAR","040","DAKKHIN SHALDHAR",1,"1","002",1483
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","06","ADAMDIGHI","00","OTHERS AREA","176","CHANPAPUR","079","BIHIGRAM","228","LAKKHIKUL",1,"1","001",1484
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","73","LALMAI","00","OTHERS AREA","623","PERUL DAKKHIN","730","SHASANPAR","190","SHASANPAR",1,"1","001",1485
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","61","NAGESHWARI","00","OTHERS AREA","160","BERUBARI","075","BALARAMPUR","093","ISLAMPUR",1,"1","001",1486
"40","KHULNA","41","JASHORE","00","OTHERS AREA","47","JASHORE SADAR","00","OTHERS AREA","186","CHURAMANKATI","066","BADIATOLA","028","BADIATOLA",1,"1","004",1487
"40","KHULNA","41","JASHORE","00","OTHERS AREA","61","MANIRAMPUR","00","OTHERS AREA","142","BHOJGANTI","088","BHOJGANTI","028","BHOJGANTI",1,"1","002",1488
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","06","ADAMDIGHI","00","OTHERS AREA","176","CHANPAPUR","611","PALANKURI","308","PALANKURI",1,"1","002",1489
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","14","CHITALMARI","00","OTHERS AREA","142","BARABARIA","075","BARA GUNI","128","GHOLA",1,"1","002",1490
"20","CHATTOGRAM","51","LAKSHMIPUR","00","OTHERS AREA","33","KAMALNAGAR","00","OTHERS AREA","184","CHAR KADIRA","109","CHAR BASU","030","CHAR BASU",1,"1","014",1491
"40","KHULNA","41","JASHORE","00","OTHERS AREA","09","BAGHARPARA","00","OTHERS AREA","545","NARIKELBARIA","436","KHETRAPALA","208","KHETRAPALA",1,"1","002",1492
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","10","CHATKHIL","00","OTHERS AREA","542","NOAKHALA","710","SARARPATISH","190","SARARPATISH",1,"1","001",1493
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","87","NOAKHALI SADAR","00","OTHERS AREA","556","NOAKHALI","121","CHAR URIA","162","PURBA CHAR URIA",1,"1","001",1494
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","85","SUBARNACHAR","00","OTHERS AREA","202","CHAR JABBAR","131","CHAR PANAULLAH","030","CHAR PANAULLAH",1,"1","003",1495
"30","DHAKA","68","NARSINGDI","00","OTHERS AREA","63","PALASH","00","OTHERS AREA","209","DANGA","413","KENDUABA","110","KENDUABA",1,"1","007",1496
"30","DHAKA","68","NARSINGDI","00","OTHERS AREA","60","NARSINGDI SADAR","00","OTHERS AREA","716","SHILMANDI","727","SHILMANDI","131","MADHYA SHILMANDI",1,"1","003",1497
"40","KHULNA","18","CHUADANGA","00","OTHERS AREA","07","ALAMDANGA","00","OTHERS AREA","458","KHADIMPUR","509","MAJHAD","248","MAJHAD",1,"1","003",1498
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","11","BELKUCHI","00","OTHERS AREA","211","DAULATPUR","282","GOPALPUR","128","GOPALPUR",1,"1","009",1499
"30","DHAKA","29","FARIDPUR","00","OTHERS AREA","84","SADARPUR","00","OTHERS AREA","213","DHEUKHALI","617","PURBA AMIRABAD","142","MOLLADANGI",1,"1","003",1500
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","90","TEJGAON","00","OTHERS AREA","025","WARD NO. 25 (Part)","743","TEJGAON","368","SHAHEENBAG",2,"9","023",1501
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","60","MORELGANJ","00","OTHERS AREA","213","DAIBAGYAATI","552","NURULLAPUR","268","NURULLAPUR",2,"6","003",1502
"40","KHULNA","01","BAGERHAT","00","OTHERS AREA","60","MORELGANJ","00","OTHERS AREA","684","RAMCHANDRAPUR","437","KANTABUNIA","208","KANTABUNIA",2,"6","005",1503
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","14","HARINAKUNDU","12","HARINAKUNDU POURASABHA","003","WARD NO. 03","600","PARBATIPUR (PART)","324","PARBATIPUR",2,"2","003",1504
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","82","SINGAIR","00","OTHERS AREA","151","BAYRA","381","JAMALPUR","101","JAMALPUR",2,"6","002",1505
"30","DHAKA","33","GAZIPUR","33","GAZIPUR CITY CORPORATION","99","JOYDEBPUR","00","OTHERS AREA","022","WARD NO. 22","033","ARAISHA PRASAD (PART)","102","JANGALIAPARA",2,"9","011",1506
"10","BARISHAL","79","PIROJPUR","00","OTHERS AREA","58","MATHBARIA","25","MATHBARIA POURASABHA","006","WARD NO. 06","489","MATHBARIA (PART)","142","NEW MARKET & COLLEGE AREA",2,"2","002",1507
"20","CHATTOGRAM","22","COX'S BAZAR","00","OTHERS AREA","66","RAMU","00","OTHERS AREA","311","GARJANIA","264","GARJANIA","114","KYAJARBIL",2,"6","001",1508
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","22","CHANDPUR SADAR","14","CHANDPUR POURASABHA","014","WARD NO. 14","036","ASHIKATI (PART)","150","DAKKHIN ASHIKATI MAHALLA",2,"2","003",1509
"10","BARISHAL","06","BARISHAL","50","BARISHAL CITY CORPORATION","51","BARISHAL SADAR (KOTWALI)","00","OTHERS AREA","030","WARD NO. 30","419","KALADEMA CHAHATTA","111","KALADEMA",2,"9","003",1510
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","11","DARUSSALAM","00","OTHERS AREA","010","WARD NO. 10","405","KHOJARBAG","368","SECOND COLONY",2,"9","035",1511
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","22","BHATARA","00","OTHERS AREA","040","WARD NO. 40","075","BHATARA (PART)","052","BHATARA",2,"9","010",1512
"20","CHATTOGRAM","15","CHATTOGRAM","16","CHATTOGRAM CITY CORPORATION","35","HALISHAHAR","00","OTHERS AREA","025","WARD NO. 25","669","RAMPUR","308","PURBA RAMPUR",2,"9","001",1513
"30","DHAKA","33","GAZIPUR","33","GAZIPUR CITY CORPORATION","18","GACHHA","00","OTHERS AREA","036","WARD NO. 36","411","KAMARJURI","208","KAMARJURI",2,"9","031",1514
"30","DHAKA","26","DHAKA","20","DHAKA SOUTH CITY CORPORATION","32","KADAMTALI","00","OTHERS AREA","058","WARD NO. 58","709","SHYAMPUR (PART)","268","NAMA SHYAMPUR",2,"9","003",1515
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","54","LALMOHAN","83","LALMOHAN POURASABHA","007","WARD NO .07","500","MUNSIR HAOLA (PART)","131","MUNSIR HAOLA (PART)",2,"2","001",1516
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","40","DEBIDWAR","70","DEBIDWAR POURASABHA","005","WARD NO. 05","176","DEBIDWAR (PART)","043","DEBIDWAR",2,"2","016",1517
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","37","GOMASTAPUR","00","OTHERS AREA","178","CHOUDALA","138","CHOUDALA","028","BAZARPARA",2,"3","001",1518
"40","KHULNA","50","KUSHTIA","00","OTHERS AREA","63","KHOKSA","30","KHOKSA POURASABHA","008","WARD NO. 08","409","KAMALAPUR (PART)","216","KAMALAPUR MADHYAPARA",2,"2","003",1519
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","79","MATLAB UTTAR","00","OTHERS AREA","142","BAGANBARI","507","MANTAPI","181","RAYERKANDI",2,"6","004",1520
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","88","SHIBGANJ","66","SHIBGANJ POURASABHA","007","WARD NO. 07","725","SELABATKHANI (PART)","196","JALMACHHMARI",2,"2","006",1521
"30","DHAKA","33","GAZIPUR","33","GAZIPUR CITY CORPORATION","18","GACHHA","00","OTHERS AREA","035","WARD NO. 35","408","KALAMESHWAR","208","KALAMESHWAR",2,"9","032",1522
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","56","MUNSHIGANJ SADAR","00","OTHERS AREA","610","PANCHASAR","604","PASHCHIM MUKTARPUR","031","CHAR SANTOSHPUR",2,"3","001",1523
"30","DHAKA","86","SHARIATPUR","00","OTHERS AREA","65","NARIA","50","NARIA POURASABHA","003","WARD NO. 03","543","NARIA (PART)","116","KHALIFAPARA",2,"2","002",1524
"30","DHAKA","26","DHAKA","20","DHAKA SOUTH CITY CORPORATION","09","CHAKBAZAR","00","OTHERS AREA","029","WARD NO. 29","447","LALBAG (PART)","416","PASHCHIM ISLAMBAG",2,"9","002",1525
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","46","MANIKGANJ SADAR","50","MANIKGANJ POURASABHA","007","WARD NO. 07","645","PASHCHIM BANDUTIA","160","PASHCHIM BANDUTIA",2,"2","021",1526
"30","DHAKA","56","MANIKGANJ","00","OTHERS AREA","78","SHIBALAY","00","OTHERS AREA","783","UTHALI","442","KATRASIN","110","KATRASIN",2,"6","006",1527
"30","DHAKA","26","DHAKA","20","DHAKA SOUTH CITY CORPORATION","24","GENDARIA","00","OTHERS AREA","046","WARD NO. 46","260","GENDARIA","068","DHALKANAGAR LANE",2,"9","013",1528
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","26","GULSHAN","00","OTHERS AREA","018","WARD NO. 18","075","BHATARA (PART)","288","NADDA",2,"9","001",1529
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","80","SENBAG","75","SENBAG POURASABHA","004","WARD NO. 04","411","KADRA (PART)","040","DAKKHIN KADRA",2,"2","002",1530
"45","MYMENSINGH","61","MYMENSINGH","40","MYMENSINGH CITY CORPORATION","52","MYMENSINGH SADAR","00","OTHERS AREA","004","WARD NO. 04","277","GOHAILKANDI (PART)","162","PASHCHIM GOHAILKANDI",2,"9","001",1531
"10","BARISHAL","06","BARISHAL","50","BARISHAL CITY CORPORATION","51","BARISHAL SADAR (KOTWALI)","00","OTHERS AREA","014","WARD NO. 14","072","BAGURA ALEKANDA (PART)","299","UTTAR PASHCHIM REFUGEE COLONY",2,"9","003",1532
"10","BARISHAL","06","BARISHAL","50","BARISHAL CITY CORPORATION","51","BARISHAL SADAR (KOTWALI)","00","OTHERS AREA","011","WARD NO. 11","072","BAGURA ALEKANDA (PART)","022","BANGLA BAZAR",2,"9","003",1533
"30","DHAKA","33","GAZIPUR","33","GAZIPUR CITY CORPORATION","40","KASHIMPUR","00","OTHERS AREA","005","WARD NO. 05","720","SURABARI","368","SURABARI",2,"9","011",1534
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","85","SARISHABARI","00","OTHERS AREA","618","POGALDIGHA","691","RUDRA BAYRA","184","RUDRA BAYRA",2,"6","001",1535
"40","KHULNA","50","KUSHTIA","00","OTHERS AREA","79","KUSHTIA SADAR","60","KUSHTIA POURASABHA","004","WARD NO. 04","409","KALISHANKARPUR (PART)","064","COURTPARA",2,"2","008",1536
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","94","UJIRPUR","89","UJIRPUR POURASABHA","001","WARD NO.01","159","DAKKHIN MADARSI (PART)","040","DAKKHIN MADARSI",2,"2","003",1537
"55","RANGPUR","27","DINAJPUR","00","OTHERS AREA","43","GHORAGHAT","53","GHORAGHAT POURASABHA","004","WARD NO. 04","171","DAKKHIN JOYDEBPUR (PART)","021","BALDIAPARA",2,"2","001",1538
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","33","ASHUGANJ","00","OTHERS AREA","476","LALPUR","120","CHAR LALPUR","030","CHAR LALPUR",2,"6","001",1539
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","33","FATIKCHHARI","00","OTHERS AREA","143","BAGAN BAZAR","673","RAMGAR","054","ALAMPUR",2,"6","002",1540
"20","CHATTOGRAM","22","COX'S BAZAR","00","OTHERS AREA","49","MAHESHKHALI","00","OTHERS AREA","511","MATARBARI","489","MATARBARI","022","BANIAKATA JELEPARA",2,"6","001",1541
"30","DHAKA","26","DHAKA","20","DHAKA SOUTH CITY CORPORATION","68","SABUJBAG","00","OTHERS AREA","074","WARD NO. 74 (PART)","523","NANDIPARA (PART)","248","MADHYA NANDIPARA",2,"9","033",1542
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","64","NILPHAMARI SADAR","50","NILPHAMARI POURASABHA","006","WARD NO. 06","421","KUKHAPARA (PART)","160","PASHCHIM KUKHAPARA",2,"2","006",1543
"20","CHATTOGRAM","15","CHATTOGRAM","16","CHATTOGRAM CITY CORPORATION","02","AKBARSHAH","00","OTHERS AREA","010","WARD NO. 10","708","SARAIPARA (PART)","368","SHAHERPARA",2,"9","002",1544
"45","MYMENSINGH","61","MYMENSINGH","40","MYMENSINGH CITY CORPORATION","52","MYMENSINGH SADAR","00","OTHERS AREA","020","WARD NO. 20","076","BALASHPUR","068","DHANSHIRI ABASIK AREA ,BALASHPUR NOYAPARA, AGARAKANDA",2,"9","003",1545
"30","DHAKA","67","NARAYANGANJ","44","NARAYANGANJ CITY CORPORATION","58","NARAYANGANJ SADAR","00","OTHERS AREA","014","WARD NO. 14","119","CHASHARA KHANDA (PART)","210","UKILPARA",2,"9","005",1546
"30","DHAKA","67","NARAYANGANJ","44","NARAYANGANJ CITY CORPORATION","58","NARAYANGANJ SADAR","00","OTHERS AREA","009","WARD NO. 09","380","JALKURI","161","PASHCHIM JALKURI",2,"9","008",1547
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","23","CHHATAK","20","CHHATAK POURASABHA","007","WARD NO. 07","644","PURBA KAMARGAON (PART)","068","DAKKHIN MANDALIBHOG",2,"2","002",1548
"20","CHATTOGRAM","15","CHATTOGRAM","16","CHATTOGRAM CITY CORPORATION","43","KHULSHI","00","OTHERS AREA","014","WARD NO. 14","446","LALKHAN BAZAR (PART)","404","SHAH GARIBULLAH HOUSING SOCIETY",2,"9","005",1549
"30","DHAKA","67","NARAYANGANJ","44","NARAYANGANJ CITY CORPORATION","58","NARAYANGANJ SADAR","00","OTHERS AREA","008","WARD NO. 08","272","GODNAIL","010","AILPARA",2,"9","011",1550
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","38","GOPALPUR","50","GOPALPUR POURASABHA","002","WARD NO. 02","275","GOPALPUR (PART)","040","DAKKHIN GOPALPUR",2,"2","001",1551
"55","RANGPUR","85","RANGPUR","75","RANGPUR CITY CORPORATION","44","KOTWALI","00","OTHERS AREA","019","WARD NO. 19","528","NILKANTHA (PART)","308","PASHCHIM NILKANTHA",2,"9","003",1552
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","25","CHARFASSON","00","OTHERS AREA","351","HAZARIGANJ","317","HAJARIGANJ","080","HAJARIGANJ",2,"6","005",1553
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","63","MADHYANAGAR","00","OTHERS AREA","778","UTTAR BANGSHIKUNDA","382","JAMALPUR","208","KARTIKPUR",2,"6","001",1554
"20","CHATTOGRAM","15","CHATTOGRAM","16","CHATTOGRAM CITY CORPORATION","35","HALISHAHAR","00","OTHERS AREA","026","WARD NO. 26","781","UTTAR HALISHAHAR (PART)","108","FULL CHOWDHURYPARA",2,"9","005",1555
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","37","KHILKHET","00","OTHERS AREA","017","WARD NO. 17 (PART)","373","JOAR SAHARA (PART)","248","KHILKHET MADHYAPARA",2,"9","042",1556
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","02","ADABAR","00","OTHERS AREA","033","WARD NO. 33 (PART)","673","RAMCHANDRAPUR","256","MOHAMMADPUR HOUSING SOCIETY",2,"9","006",1557
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","39","KALIGANJ","00","OTHERS AREA","743","TUSHBHANDAR","413","KASHIRAM","110","KASHIRAM",2,"3","002",1558
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","21","COMPANIGANJ","00","OTHERS AREA","676","RAMPUR","672","RAMPUR","210","UTTAR RAMPUR",2,"6","017",1559
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","66","RAMNA","00","OTHERS AREA","036","WARD NO. 36","711","SIDDHESHWARY (PART)","388","SONALIBAG",2,"9","003",1560
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","64","PALLABI","00","OTHERS AREA","002","WARD NO. 02","114","CHAKULI (PART)","068","DOHS",2,"9","006",1561
"10","BARISHAL","42","JHALOKATI","00","OTHERS AREA","73","NALCHHITY","66","NALCHHITY POURASABHA","006","WARD NO. 06","610","PARAMPASHA","160","PARAMPASHA",2,"2","003",1562
"30","DHAKA","26","DHAKA","20","DHAKA SOUTH CITY CORPORATION","36","KHILGAON","00","OTHERS AREA","003","WARD NO. 03 (Part)","485","MERADIA","068","DAKKHIN BANASREE (PROJECT)",2,"9","070",1563
"60","SYLHET","91","SYLHET","00","OTHERS AREA","38","GOLAPGANJ","00","OTHERS AREA","151","BHADESHWAR","085","BHADESHWAR","368","RAJAPUR",2,"6","001",1564
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","48","MIRPUR","00","OTHERS AREA","013","WARD NO. 13","709","SENPARA PARBATA (PART)","340","PURBA MANIPUR",2,"9","035",1565
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","57","MADHUPUR","75","MADHUPUR POURASABHA","009","WARD NO. 09","278","GOPAD","070","GOPAD",2,"2","002",1566
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","36","HATIYA","60","HATIYA POURASABHA","004","WARD NO. 04","139","CHAR TAMARADDI (PART)","211","UTTAR BHEJUGALIA (PART)",2,"2","004",1567
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","37","KHILKHET","00","OTHERS AREA","017","WARD NO. 17 (PART)","373","JOAR SAHARA (PART)","288","KHILKHET UTTARPARA",2,"9","003",1568
"40","KHULNA","65","NARAIL","00","OTHERS AREA","76","NARAIL SADAR","00","OTHERS AREA","512","MAIJPARA","773","TARASHI","308","PAR BALARAMPUR",2,"6","001",1569
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","07","BAKSHIGANJ","11","BAKSHIGANJ POURASABHA","004","WARD NO. 04","669","RAJENDRAGANJ","138","MIAPARA",2,"2","002",1570
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","90","TALA","00","OTHERS AREA","746","TALA","379","JIALA","188","JIALA",2,"6","004",1571
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","65","MUKTAGACHHA","66","MUKTAGACHHA POURASABHA","002","WARD NO. 02","531","MUJATI (PART)","130","MUJATI",2,"2","004",1572
"30","DHAKA","26","DHAKA","25","DHAKA NORTH CITY CORPORATION","93","TURAG","00","OTHERS AREA","054","WARD NO. 54","078","BHATULIA","028","BHATULIA",2,"9","019",1573
